German,English,DateAdded,DateObj
Katalog,Catalogue,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Katastrophe,Catastrophe,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kategorie,Category,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Zentimeter,Centimeter,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Charakter,Character,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Chor,Choir,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Zigarette,Cigarette,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Klasse,Class,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Klinik,Clinic,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Koalition,Coalition,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kombination,Combination,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kommission,Commission,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kommunikation,Communication,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kompetenz,Competence,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Komponente,Component,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konzentration,Concentration,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konzeption,Conception,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konzert,Concert,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konferenz,Conference,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konflikt,Conflict,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kongress,Congress,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konsequenz,Consequence,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Konstruktion,Construction,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kontakt,Contact,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kontext,Context,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kontinent,Continent,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kooperation,Cooperation,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Kurve,Curve,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Debatte,Debate,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Defizit,Deficit,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Demokratie,Democracy,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Dialekt,Dialect,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Dialog,Dialogue,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Differenz,Difference,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Diplom,Diploma,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Direktor,Director,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Disziplin,Discipline,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Diskussion,Discussion,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Distanz,Distance,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Doktor,Doctor,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Dokument,Document,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Effekt,Effect,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Elektron,Electron,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Ende,End,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Energie,Energy,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Epoche,Epoch,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Existenz,Existence,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Experte,Expert,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Faktor,Factor,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Fakultät,Faculty,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Phantasie,Fantasy,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Figur,Figure,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Frequenz,Frequency,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Freund,Friend,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Funktion,Function,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Garten,Garden,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Geographie,Geography,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Glas,Glass,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Gramm,Gram,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Gras,Grass,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Horizont,Horizon,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Haus,House,6 octo 2025 : Monday 1:42 PM Afternoon (Day),2025-10-06 13:42:22
Substanz,Substance,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Sommer,Summer,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Tablette,Tablet,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Technik,Technique,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Technologie,Technology,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Telefon,Telephone,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Temperatur,Temperature,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Terrorismus,Terrorism,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Theorie,Theory,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Therapeut,Therapist,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Therapie,Therapy,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Tipp,Tip,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Tourismus,Tourism,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Universum,Universe,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Variante,Variant,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Volumen,Volume,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Wille,Will,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Werk,Work,6 octo 2025 : Monday 1:45 PM Afternoon (Day),2025-10-06 13:45:05
Phänomen,Phenomenon,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Philosoph,Philosopher,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Philosophie,Philosophy,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Fotografie,Photography,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Physik,Physics,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Pistole,Pistol,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Platte,Plate,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Plattform,Platform,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Polizei,Police,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Politik,Politics,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Posten,Post,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Potenzial,Potential,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Präsident,President,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Presse,Press,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Prozess,Process,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Produkt,Product,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Produktion,Production,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Profil,Profile,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Prognose,Prognosis,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Programm,Program,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Provinz,Province,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Publikum,Public,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Qualifikation,Qualification,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Qualität,Quality,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Reaktion,Reaction,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Realität,Reality,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Rezession,Recession,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Reflexion,Reflection,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Republik,Republic,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Respekt,Respect,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Resultat,Result,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Skandal,Scandal,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Sektor,Sector,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Senat,Senate,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Serie,Series,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Soldat,Soldier,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Solidarität,Solidarity,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Spezialist,Specialist,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Spektrum,Spectrum,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Stabilität,Stability,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Stadion,Stadium,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Statistik,Statistics,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Sturm,Storm,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Strategie,Strategy,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Struktur,Structure,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Stu,Study,6 octo 2025 : Monday 1:46 PM Afternoon (Day),2025-10-06 13:46:03
Mann,Man,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Markt,Market,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Masse,Mass,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Mathematik,Mathematics,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Medizin,Medicine,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Metall,Metal,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Methode,Method,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Milligramm,Milligram,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Ministerium,Ministry,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Modell,Model,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Motiv,Motive,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Musik,Music,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Mythos,Myth,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Natur,Nature,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Nerv,Nerve,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Netz,Net,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Netzwerk,Network,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Nummer,Number,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Objekt,Object,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Ozean,Ocean,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Offizier,Officer,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Organismus,Organism,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Organisation,Organization,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Parlament,Parliament,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Passagier,Passenger,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Periode,Period,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Perspektive,Perspective,6 octo 2025 : Monday 1:49 PM Afternoon (Day),2025-10-06 13:49:28
Hypothese,Hypothesis,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Idee,Idea,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Identität,Identity,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Immunsystem,Immunesystem,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Impuls,Impulse,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Individuum,Individual,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Industrie,Industry,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Infrastruktur,Infrastructure,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Institut,Institute,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Intelligenz,Intelligence,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Kilogramm,Kilogram,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Knie,Knee,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Lampe,Lamp,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Liste,List,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Maschine,Machine,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Magazin,Magazine,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Mama,Mamma,6 octo 2025 : Monday 1:50 PM Afternoon (Day),2025-10-06 13:50:20
Abenteuer,Adventure,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Agentur,Agency,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Auto,Automobile,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Bad,Bath,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Bär,Bear,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Bier,Beer,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Beginn,Beginning,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Buch,Book,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Brust,Breast,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Bru,Brother,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kapitän,Captain,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Karriere,Career,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Katze,Cat,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Zelle,Cell,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Keller,Cellar,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Zentrum,Center,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Chemie,Chemistry,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
City,City,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Klima,Climate,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Küste,Coast,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kollege,Colleague,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kommentar,Comment,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Komponist,Composer,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kompromiss,Compromise,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Koralle,Coral,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kosten,Costs,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Krise,Crisis,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kriterium,Criterion,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kritiker,Critic,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kritik,Criticism,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Kreuz,Cross,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Daten,Data,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Datum,Date,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Differenzierung,Differentiation,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Dutzend,Dozen,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Droge,Drug,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Ingenieur,Engineer,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Europäer,European,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Fassade,Facade,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Fakten,Facts,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Fest,Festival,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Feld,Field,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Finanzierung,Financing,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Feuer,Fire,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Firma,Firm,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Fleisch,Flesh,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Flucht,Flight,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Formel,Formula,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Formulierung,Formulation,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Frucht,Fruit,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Gen,Gene,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Gott,God,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Grab,Grave,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Gruppe,Group,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Gast,Guest,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Haar,Hair,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Halle,Hall,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Herz,Heart,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Hitze,Heat,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Helfer,Helper,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Heim,Home,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Haushalt,Household,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Hütte,Hut,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Eisice,Icecream,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Einkommen,Income,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Interesse,Interest,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Investition,Investment,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Leiter,Lea,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Liga,League,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Linse,Lens,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Linie,Line,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Lippe,Lip,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Glück,Luck,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:24
Meister,Master,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Materie,Matter,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Men,Media,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Medikament,Medicine,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Militär,Military,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Monat,Month,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Maus,Mouse,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Mör,Mur,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Musiker,Musician,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Nacken,Neck,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Orientierung,Orientation,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Ofen,Oven,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Paket,Package,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Paar,Pair,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Papier,Paper,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Partnerschaft,Partnership,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Pass,Passport,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Prozent,Percent,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Foto,Photograph,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Physiker,Physicist,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Planung,Planning,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Politiker,Politician,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Praxis,Practice,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Preis,Price,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Priester,Priest,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Prinz,Prince,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Prinzip,Principle,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Problematik,Problematic,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Riff,Reef,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Rhythmus,Rhythm,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Recht,Right,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Rolle,Role,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Raum,Room,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Skala,Scale,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
Saison,Season,6 octo 2025 : Monday 1:59 PM Afternoon (Day),2025-10-06 13:59:25
